generator-new-node-module,nicomf1982/generator-new-node-module,751,7,2017-01-10,master,https://raw.githubusercontent.com/nicomf1982/generator-new-node-module/master/app/index.js, CommonJS,https://raw.githubusercontent.com/nicomf1982/generator-new-node-module/master/README.md,coveralls.io,https://github.com/nicomf1982/generator-new-node-module.git
bankai,choojs/bankai,748,426,2022-05-19,master,https://raw.githubusercontent.com/choojs/bankai/master/index.js, CommonJS,https://raw.githubusercontent.com/choojs/bankai/master/README.md,codecov.io,https://github.com/choojs/bankai.git
bankai-mpn,ZhouHansen/bankai,735,409,2018-06-01,master,https://raw.githubusercontent.com/ZhouHansen/bankai/master/index.js, CommonJS,https://raw.githubusercontent.com/ZhouHansen/bankai/master/README.md,codecov.io,https://github.com/ZhouHansen/bankai.git
generator-nude,darlanmendonca/generator-nude,712,103,2017-04-20,master,https://raw.githubusercontent.com/darlanmendonca/generator-nude/master/app/index.js, CommonJS,https://raw.githubusercontent.com/darlanmendonca/generator-nude/master/README.md,coveralls.io,https://github.com/darlanmendonca/generator-nude.git
autokin,ariesb/autokin,707,161,2021-08-12,master,https://raw.githubusercontent.com/ariesb/autokin/master/index.js, CommonJS,https://raw.githubusercontent.com/ariesb/autokin/master/README.md,coveralls.io,https://github.com/ariesb/autokin.git
hoodie,hoodiehq/hoodie,705,1425,2021-01-04,master,https://raw.githubusercontent.com/hoodiehq/hoodie/master/server/index.js, CommonJS,https://raw.githubusercontent.com/hoodiehq/hoodie/master/README.md,coveralls.io,https://github.com/hoodiehq/hoodie.git
generator-react-webpack-alt,weblogixx/generator-react-webpack-alt,700,47,2016-08-23,master,https://raw.githubusercontent.com/weblogixx/generator-react-webpack-alt/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/weblogixx/generator-react-webpack-alt/master/README.md,coveralls.io,https://github.com/weblogixx/generator-react-webpack-alt.git
urdubiometerjs,urdubiometer/urdubiometerjs,696,23,2019-05-09,master,https://raw.githubusercontent.com/urdubiometer/urdubiometerjs/master/src/index.js, CommonJS,https://raw.githubusercontent.com/urdubiometer/urdubiometerjs/master/README.md,coveralls.io,https://github.com/urdubiometer/urdubiometerjs.git
generator-at-angular,A-Tokyo/generator-at-angular,696,662,2017-03-07,master,https://raw.githubusercontent.com/A-Tokyo/generator-at-angular/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/A-Tokyo/generator-at-angular/master/README.md,coveralls.io,https://github.com/A-Tokyo/generator-at-angular.git
generator-cartridge-lib-module,pikamachu/pika-generator-cartridge-lib-module,695,25,2020-08-10,master,https://raw.githubusercontent.com/pikamachu/pika-generator-cartridge-lib-module/master/app/index.js, CommonJS,https://raw.githubusercontent.com/pikamachu/pika-generator-cartridge-lib-module/master/README.md,codecov.io,https://github.com/pikamachu/pika-generator-cartridge-lib-module.git
generator-moda,johannesjo/generator-modular-angular,693,283,2017-11-03,master,https://raw.githubusercontent.com/johannesjo/generator-modular-angular/master/app/index.js, CommonJS,https://raw.githubusercontent.com/johannesjo/generator-modular-angular/master/README.md,coveralls.io,https://github.com/johannesjo/generator-modular-angular.git
one-assetgraph-builder,One-com/assetgraph-builder,687,3207,2021-04-25,master,https://raw.githubusercontent.com/One-com/assetgraph-builder/master/lib/AssetGraph.js, CommonJS,https://raw.githubusercontent.com/One-com/assetgraph-builder/master/README.md,coveralls.io,https://github.com/One-com/assetgraph-builder.git
express-vue,express-vue/express-vue,686,652,2021-08-18,master,https://raw.githubusercontent.com/express-vue/express-vue/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/express-vue/express-vue/master/README.md,coveralls.io,https://github.com/express-vue/express-vue.git
generator-mboy-deploy,monkee-boy/generator-mboy-deploy,684,23,2016-09-12,master,https://raw.githubusercontent.com/monkee-boy/generator-mboy-deploy/master/app/index.js, CommonJS,https://raw.githubusercontent.com/monkee-boy/generator-mboy-deploy/master/README.md,coveralls.io,https://github.com/monkee-boy/generator-mboy-deploy.git
generator-kibe,woliveiras/kibe,679,34,2016-03-15,master,https://raw.githubusercontent.com/woliveiras/kibe/master/app/index.es5.js, CommonJS,https://raw.githubusercontent.com/woliveiras/kibe/master/README.md,coveralls.io,https://github.com/woliveiras/kibe.git
generator-tman,FrendEr/generator-tman,679,30,2016-03-08,master,https://raw.githubusercontent.com/FrendEr/generator-tman/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/FrendEr/generator-tman/master/README.md,codecov.io,https://github.com/FrendEr/generator-tman.git
generator-yag-git,alefteris/generator-yag-git,677,7,2016-10-02,master,https://raw.githubusercontent.com/alefteris/generator-yag-git/master/app/index.js, CommonJS,https://raw.githubusercontent.com/alefteris/generator-yag-git/master/README.md,coveralls.io,https://github.com/alefteris/generator-yag-git.git
fie-plugin-ut,fieteam/fie-plugin-ut,673,16,2016-12-06,master,https://raw.githubusercontent.com/fieteam/fie-plugin-ut/master/index.js, CommonJS,https://raw.githubusercontent.com/fieteam/fie-plugin-ut/master/README.md,codecov.io,https://github.com/fieteam/fie-plugin-ut.git
iamtest,amokrushin/iamtest,657,73,2018-03-30,master,https://raw.githubusercontent.com/amokrushin/iamtest/master/index.js, CommonJS,https://raw.githubusercontent.com/amokrushin/iamtest/master/README.md,codecov.io,https://github.com/amokrushin/iamtest.git
generator-jhipster-primeng,sudheerj/generator-jhipster-primeng,636,388,2020-12-29,master,https://raw.githubusercontent.com/sudheerj/generator-jhipster-primeng/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/sudheerj/generator-jhipster-primeng/master/README.md,coveralls.io,https://github.com/sudheerj/generator-jhipster-primeng.git
markdown-resume,c0bra/markdown-resume-js,635,84,2018-04-09,master,https://raw.githubusercontent.com/c0bra/markdown-resume-js/master/src/markdown-resume.js, CommonJS,https://raw.githubusercontent.com/c0bra/markdown-resume-js/master/README.md,coveralls.io,https://github.com/c0bra/markdown-resume-js.git
express-gateway,expressgateway/express-gateway,628,1338,2022-01-22,master,https://raw.githubusercontent.com/expressgateway/express-gateway/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/expressgateway/express-gateway/master/README.md,codecov.io,https://github.com/expressgateway/express-gateway.git
relivestyle,alexjeffburke/relivestyle,570,138,2021-10-27,master,https://raw.githubusercontent.com/alexjeffburke/relivestyle/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/alexjeffburke/relivestyle/master/README.md,coveralls.io,https://github.com/alexjeffburke/relivestyle.git
generator-es2015,dominikschreiber/generator-es2015,568,30,2015-06-16,master,https://raw.githubusercontent.com/dominikschreiber/generator-es2015/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/dominikschreiber/generator-es2015/master/README.md,coveralls.io,https://github.com/dominikschreiber/generator-es2015.git
brisky-focus,vigour-io/brisky-focus,564,66,2016-09-16,master,https://raw.githubusercontent.com/vigour-io/brisky-focus/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/brisky-focus/master/README.md,coveralls.io,https://github.com/vigour-io/brisky-focus.git
generator-react-webpack,react-webpack-generators/generator-react-webpack,557,369,2016-11-23,master,https://raw.githubusercontent.com/react-webpack-generators/generator-react-webpack/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/react-webpack-generators/generator-react-webpack/master/README.md,coveralls.io,https://github.com/react-webpack-generators/generator-react-webpack.git
res-react-asset-boilerplate,easy-team/res,542,9,2020-02-24,master,https://raw.githubusercontent.com/easy-team/res/master/index.js, CommonJS,https://raw.githubusercontent.com/easy-team/res/master/README.md,codecov.io,https://github.com/easy-team/res.git
bot-magic,franzip/generator-hapi-api-stack,540,43,2017-10-06,master,https://raw.githubusercontent.com/franzip/generator-hapi-api-stack/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/franzip/generator-hapi-api-stack/master/README.md,codecov.io,https://github.com/franzip/generator-hapi-api-stack.git
brisky,vigour-io/brisky,514,90,2017-05-17,master,https://raw.githubusercontent.com/vigour-io/brisky/master/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/brisky/master/README.md,coveralls.io,https://github.com/vigour-io/brisky.git
brisky-class,vigour-io/brisky-class,506,89,2017-02-21,master,https://raw.githubusercontent.com/vigour-io/brisky-class/master/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/brisky-class/master/README.md,coveralls.io,https://github.com/vigour-io/brisky-class.git
brisky-style,vigour-io/brisky-style,506,60,2016-10-16,master,https://raw.githubusercontent.com/vigour-io/brisky-style/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/brisky-style/master/README.md,coveralls.io,https://github.com/vigour-io/brisky-style.git
brisky-props,vigour-io/brisky-props,506,52,2016-10-19,master,https://raw.githubusercontent.com/vigour-io/brisky-props/master/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/brisky-props/master/README.md,coveralls.io,https://github.com/vigour-io/brisky-props.git
vigour-state,vigour-io/state,500,605,2016-10-19,master,https://raw.githubusercontent.com/vigour-io/state/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/state/master/README.md,coveralls.io,https://github.com/vigour-io/state.git
brisky-events,vigour-io/brisky-events,497,116,2016-10-26,master,https://raw.githubusercontent.com/vigour-io/brisky-events/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/brisky-events/master/README.md,coveralls.io,https://github.com/vigour-io/brisky-events.git
vigour-observable,vigour-io/observable,496,357,2016-10-24,master,https://raw.githubusercontent.com/vigour-io/observable/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/observable/master/README.md,coveralls.io,https://github.com/vigour-io/observable.git
vigour-base,vigour-io/base,495,710,2016-10-29,master,https://raw.githubusercontent.com/vigour-io/base/master/index.js, CommonJS,https://raw.githubusercontent.com/vigour-io/base/master/README.md,coveralls.io,https://github.com/vigour-io/base.git
david,alanshaw/david,491,317,2021-06-10,master,https://raw.githubusercontent.com/alanshaw/david/master/lib/david.js, CommonJS,https://raw.githubusercontent.com/alanshaw/david/master/README.md,coveralls.io,https://github.com/alanshaw/david.git
srv-cli,alfg/srv,482,124,2020-07-13,master,https://raw.githubusercontent.com/alfg/srv/master/index.js, CommonJS,https://raw.githubusercontent.com/alfg/srv/master/README.md,coveralls.io,https://github.com/alfg/srv.git
qa-control-server,codenautas/qa-control-server,477,330,2019-11-08,master,https://raw.githubusercontent.com/codenautas/qa-control-server/master/app/qa-control-server.js, CommonJS,https://raw.githubusercontent.com/codenautas/qa-control-server/master/README.md,coveralls.io,https://github.com/codenautas/qa-control-server.git
podcast-search,Gleider/podcast-search,462,64,2018-07-11,master,https://raw.githubusercontent.com/Gleider/podcast-search/master/lib/search.js, CommonJS,https://raw.githubusercontent.com/Gleider/podcast-search/master/README.md,coveralls.io,https://github.com/Gleider/podcast-search.git
lucass,mikeal/lucass,460,33,2017-09-19,master,https://raw.githubusercontent.com/mikeal/lucass/master/fs.js, CommonJS,https://raw.githubusercontent.com/mikeal/lucass/master/README.md,coveralls.io,https://github.com/mikeal/lucass.git
tuanfis3,fex-team/fis3,452,1455,2022-03-21,master,https://raw.githubusercontent.com/fex-team/fis3/master/index.js, CommonJS,https://raw.githubusercontent.com/fex-team/fis3/master/README.md,coveralls.io,https://github.com/fex-team/fis3.git
generator-bitch,darlanmendonca/generator-bitch,445,308,2017-03-27,master,https://raw.githubusercontent.com/darlanmendonca/generator-bitch/master/app/index.js, CommonJS,https://raw.githubusercontent.com/darlanmendonca/generator-bitch/master/README.md,coveralls.io,https://github.com/darlanmendonca/generator-bitch.git
multer-oss-new,taozhi8833998/multer-oss,441,238,2020-07-28,master,https://raw.githubusercontent.com/taozhi8833998/multer-oss/master/index.js, CommonJS,https://raw.githubusercontent.com/taozhi8833998/multer-oss/master/README.md,coveralls.io,https://github.com/taozhi8833998/multer-oss.git
prettier-stylelint-temp,isellsoap/prettier-stylelint,437,51,2019-02-25,master,https://raw.githubusercontent.com/isellsoap/prettier-stylelint/master/index.js, CommonJS,https://raw.githubusercontent.com/isellsoap/prettier-stylelint/master/README.md,codecov.io,https://github.com/isellsoap/prettier-stylelint.git
fecs,ecomfe/fecs,434,1095,2020-01-07,master,https://raw.githubusercontent.com/ecomfe/fecs/master/index.js, CommonJS,https://raw.githubusercontent.com/ecomfe/fecs/master/README.md,coveralls.io,https://github.com/ecomfe/fecs.git
null-session-npm,cedric05/cli,433,10477,2021-09-10,latest,https://raw.githubusercontent.com/cedric05/cli/latest/lib/npm.js, CommonJS,https://raw.githubusercontent.com/cedric05/cli/latest/README.md,coveralls.io,https://github.com/cedric05/cli.git
elephas,bigdatr/elephas,429,206,2017-10-03,master,https://raw.githubusercontent.com/bigdatr/elephas/master/elephas.js, CommonJS,https://raw.githubusercontent.com/bigdatr/elephas/master/README.md,coveralls.io,https://github.com/bigdatr/elephas.git
lad,ladjs/lad,427,343,2022-04-27,master,https://raw.githubusercontent.com/ladjs/lad/master/sao.js, CommonJS,https://raw.githubusercontent.com/ladjs/lad/master/README.md,codecov.io,https://github.com/ladjs/lad.git
shunter,springernature/shunter,426,504,2022-10-19,main,https://raw.githubusercontent.com/springernature/shunter/main/lib/shunter.js, CommonJS,https://raw.githubusercontent.com/springernature/shunter/main/README.md,coveralls.io,https://github.com/springernature/shunter.git
generator-ng-fullstack,ericmdantas/generator-ng-fullstack,423,1395,2021-03-18,master,https://raw.githubusercontent.com/ericmdantas/generator-ng-fullstack/master/app/index.js, CommonJS,https://raw.githubusercontent.com/ericmdantas/generator-ng-fullstack/master/README.md,coveralls.io,https://github.com/ericmdantas/generator-ng-fullstack.git
ghost-cli,TryGhost/Ghost-CLI,418,1523,2023-03-21,main,https://raw.githubusercontent.com/TryGhost/Ghost-CLI/main/lib/index.js, CommonJS,https://raw.githubusercontent.com/TryGhost/Ghost-CLI/main/README.md,coveralls.io,https://github.com/TryGhost/Ghost-CLI.git
generator-ngbp-module,jfmbrennan/generator-ngbp-module,418,152,2015-09-03,master,https://raw.githubusercontent.com/jfmbrennan/generator-ngbp-module/master/app/index.js, CommonJS,https://raw.githubusercontent.com/jfmbrennan/generator-ngbp-module/master/README.md,coveralls.io,https://github.com/jfmbrennan/generator-ngbp-module.git
generator-node-lib,aliaksandr-pasynkau/generator-node-lib,414,48,2015-06-29,master,https://raw.githubusercontent.com/aliaksandr-pasynkau/generator-node-lib/master/app/index.js, CommonJS,https://raw.githubusercontent.com/aliaksandr-pasynkau/generator-node-lib/master/README.md,coveralls.io,https://github.com/aliaksandr-pasynkau/generator-node-lib.git
generator-polymerx,polymerx/generator-polymerx,412,120,2018-05-09,master,https://raw.githubusercontent.com/polymerx/generator-polymerx/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/polymerx/generator-polymerx/master/README.md,codecov.io,https://github.com/polymerx/generator-polymerx.git
lennon-generator-react-webpack,newtriks/generator-react-webpack,408,369,2016-11-23,master,https://raw.githubusercontent.com/newtriks/generator-react-webpack/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/newtriks/generator-react-webpack/master/README.md,coveralls.io,https://github.com/newtriks/generator-react-webpack.git
hyperlink,Munter/hyperlink,405,426,2022-07-09,master,https://raw.githubusercontent.com/Munter/hyperlink/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/Munter/hyperlink/master/README.md,coveralls.io,https://github.com/Munter/hyperlink.git
generator-ajsweb,yadickson/generator-ajsweb,404,164,2019-01-15,master,https://raw.githubusercontent.com/yadickson/generator-ajsweb/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/yadickson/generator-ajsweb/master/README.md,coveralls.io,https://github.com/yadickson/generator-ajsweb.git
generator-ajslib,yadickson/generator-ajslib,402,36,2018-04-25,master,https://raw.githubusercontent.com/yadickson/generator-ajslib/master/generators/app/index.js, CommonJS,https://raw.githubusercontent.com/yadickson/generator-ajslib/master/README.md,coveralls.io,https://github.com/yadickson/generator-ajslib.git
generator-ajsbase,yadickson/generator-ajsbase,400,41,2019-01-15,master,https://raw.githubusercontent.com/yadickson/generator-ajsbase/master/index.js, CommonJS,https://raw.githubusercontent.com/yadickson/generator-ajsbase/master/README.md,coveralls.io,https://github.com/yadickson/generator-ajsbase.git
openwhisk-action-builder,tripodsan/openhwisk-action-builder,398,363,2021-08-02,main,https://raw.githubusercontent.com/tripodsan/openhwisk-action-builder/main/index.js, CommonJS,https://raw.githubusercontent.com/tripodsan/openhwisk-action-builder/main/README.md,codecov.io,https://github.com/tripodsan/openhwisk-action-builder.git
generator-genjutsu,adelonzeta/genjutsu,396,61,2017-11-17,master,https://raw.githubusercontent.com/adelonzeta/genjutsu/master/app/index.js, CommonJS,https://raw.githubusercontent.com/adelonzeta/genjutsu/master/README.md,codecov.io,https://github.com/adelonzeta/genjutsu.git
clientkit-css,firstandthird/clientkit-css,393,68,2018-11-14,master,https://raw.githubusercontent.com/firstandthird/clientkit-css/master/css.js, CommonJS,https://raw.githubusercontent.com/firstandthird/clientkit-css/master/README.md,coveralls.io,https://github.com/firstandthird/clientkit-css.git
airtap,airtap/airtap,392,905,2023-04-28,master,https://raw.githubusercontent.com/airtap/airtap/master/lib/airtap.js, CommonJS,https://raw.githubusercontent.com/airtap/airtap/master/README.md,coveralls.io,https://github.com/airtap/airtap.git
metalsmith-uglifyjs,ubenzer/metalsmith-uglifyjs,382,48,2017-05-23,master,https://raw.githubusercontent.com/ubenzer/metalsmith-uglifyjs/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/ubenzer/metalsmith-uglifyjs/master/README.md,codecov.io,https://github.com/ubenzer/metalsmith-uglifyjs.git
bsv-mnemonic,moneybutton/bsv-mnemonic,379,152,2019-01-26,master,https://raw.githubusercontent.com/moneybutton/bsv-mnemonic/master/index.js, CommonJS,https://raw.githubusercontent.com/moneybutton/bsv-mnemonic/master/README.md,coveralls.io,https://github.com/moneybutton/bsv-mnemonic.git
generator-alfresco-common,binduwavell/generator-alfresco-common,378,40,2019-02-13,master,https://raw.githubusercontent.com/binduwavell/generator-alfresco-common/master/index.js, CommonJS,https://raw.githubusercontent.com/binduwavell/generator-alfresco-common/master/README.md,coveralls.io,https://github.com/binduwavell/generator-alfresco-common.git
lyo,bokub/lyo,375,33,2018-10-15,master,https://raw.githubusercontent.com/bokub/lyo/master/index.js, CommonJS,https://raw.githubusercontent.com/bokub/lyo/master/README.md,codecov.io,https://github.com/bokub/lyo.git
lastcall-gulp-drupal-tasks,LastCallMedia/gulp-drupal-tasks,373,253,2022-12-08,master,https://raw.githubusercontent.com/LastCallMedia/gulp-drupal-tasks/master/index.js, CommonJS,https://raw.githubusercontent.com/LastCallMedia/gulp-drupal-tasks/master/README.md,codecov.io,https://github.com/LastCallMedia/gulp-drupal-tasks.git
hoodie-server-account,hoodiehq/hoodie-server-account,372,337,2018-02-19,master,https://raw.githubusercontent.com/hoodiehq/hoodie-server-account/master/plugin/index.js, CommonJS,https://raw.githubusercontent.com/hoodiehq/hoodie-server-account/master/README.md,coveralls.io,https://github.com/hoodiehq/hoodie-server-account.git
egg-init,eggjs/egg-init,371,83,2022-12-18,master,https://raw.githubusercontent.com/eggjs/egg-init/master/lib/init_command.js, CommonJS,https://raw.githubusercontent.com/eggjs/egg-init/master/README.md,codecov.io,https://github.com/eggjs/egg-init.git
seespee,papandreou/seespee,369,273,2022-08-22,master,https://raw.githubusercontent.com/papandreou/seespee/master/lib/seespee.js, CommonJS,https://raw.githubusercontent.com/papandreou/seespee/master/README.md,coveralls.io,https://github.com/papandreou/seespee.git
fastify-axios,davidedantonio/fastify-axios,369,92,2022-10-13,master,https://raw.githubusercontent.com/davidedantonio/fastify-axios/master/index.js, CommonJS,https://raw.githubusercontent.com/davidedantonio/fastify-axios/master/README.md,codecov.io,https://github.com/davidedantonio/fastify-axios.git
images-to-variables,Brightspace/images-to-variables,362,55,2022-06-29,master,https://raw.githubusercontent.com/Brightspace/images-to-variables/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/Brightspace/images-to-variables/master/README.md,coveralls.io,https://github.com/Brightspace/images-to-variables.git
reduce-css,reducejs/reduce-css,360,91,2016-06-12,master,https://raw.githubusercontent.com/reducejs/reduce-css/master/index.js, CommonJS,https://raw.githubusercontent.com/reducejs/reduce-css/master/README.md,coveralls.io,https://github.com/reducejs/reduce-css.git
connect-phonegap,phonegap/connect-phonegap,353,565,2019-08-08,master,https://raw.githubusercontent.com/phonegap/connect-phonegap/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/phonegap/connect-phonegap/master/README.md,codecov.io,https://github.com/phonegap/connect-phonegap.git
svgfilter,papandreou/node-svgfilter,349,182,2022-07-09,master,https://raw.githubusercontent.com/papandreou/node-svgfilter/master/lib/SvgFilter.js, CommonJS,https://raw.githubusercontent.com/papandreou/node-svgfilter/master/README.md,coveralls.io,https://github.com/papandreou/node-svgfilter.git
assetgraph,assetgraph/assetgraph,345,6150,2023-06-02,master,https://raw.githubusercontent.com/assetgraph/assetgraph/master/lib/AssetGraph.js, CommonJS,https://raw.githubusercontent.com/assetgraph/assetgraph/master/README.md,coveralls.io,https://github.com/assetgraph/assetgraph.git
cjs2esm,homer0/cjs2esm,343,109,2022-05-20,main,https://raw.githubusercontent.com/homer0/cjs2esm/main/src/index.js, CommonJS,https://raw.githubusercontent.com/homer0/cjs2esm/main/README.md,coveralls.io,https://github.com/homer0/cjs2esm.git
acetate,patrickarlt/acetate,343,400,2019-05-30,master,https://raw.githubusercontent.com/patrickarlt/acetate/master/lib/Acetate.js, CommonJS,https://raw.githubusercontent.com/patrickarlt/acetate/master/README.md,coveralls.io,https://github.com/patrickarlt/acetate.git
mocki,adalyte/mocki,342,39,2022-01-08,master,https://raw.githubusercontent.com/adalyte/mocki/master/src/index.js, CommonJS,https://raw.githubusercontent.com/adalyte/mocki/master/README.md,coveralls.io,https://github.com/adalyte/mocki.git
tagd,uncledu/tagd,341,14,2016-12-06,master,https://raw.githubusercontent.com/uncledu/tagd/master/lib/index.js, CommonJS,https://raw.githubusercontent.com/uncledu/tagd/master/README.md,coveralls.io,https://github.com/uncledu/tagd.git
svgo-compress-image,spidercpsf/svgo,335,808,2017-03-20,master,https://raw.githubusercontent.com/spidercpsf/svgo/master/lib/svgo.js, CommonJS,https://raw.githubusercontent.com/spidercpsf/svgo/master/README.md,coveralls.io,https://github.com/spidercpsf/svgo.git
rosid-handler-components,comwrap/rosid-handler-components,334,648,2022-01-08,master,https://raw.githubusercontent.com/comwrap/rosid-handler-components/master/src/index.js, CommonJS,https://raw.githubusercontent.com/comwrap/rosid-handler-components/master/README.md,coveralls.io,https://github.com/comwrap/rosid-handler-components.git
mathoid,wikimedia/mathoid,334,2359,2023-05-04,master,https://raw.githubusercontent.com/wikimedia/mathoid/master/app.js, CommonJS,https://raw.githubusercontent.com/wikimedia/mathoid/master/README.md,coveralls.io,https://github.com/wikimedia/mathoid.git
fakerdb,sius/fakerdb,323,127,2023-01-16,master,https://raw.githubusercontent.com/sius/fakerdb/master/index.js, CommonJS,https://raw.githubusercontent.com/sius/fakerdb/master/README.md,codecov.io,https://github.com/sius/fakerdb.git
am-node-tape-runner,amokrushin/am-node-tape-runner,321,73,2018-03-30,master,https://raw.githubusercontent.com/amokrushin/am-node-tape-runner/master/index.js, CommonJS,https://raw.githubusercontent.com/amokrushin/am-node-tape-runner/master/README.md,codecov.io,https://github.com/amokrushin/am-node-tape-runner.git
dir-info,codenautas/dir-info,320,162,2021-10-01,master,https://raw.githubusercontent.com/codenautas/dir-info/master/dir-info.js, CommonJS,https://raw.githubusercontent.com/codenautas/dir-info/master/README.md,coveralls.io,https://github.com/codenautas/dir-info.git
gulp-watchify-browserify,simbo/gulp-watchify-browserify,318,21,2016-03-03,master,https://raw.githubusercontent.com/simbo/gulp-watchify-browserify/master/index.js, CommonJS,https://raw.githubusercontent.com/simbo/gulp-watchify-browserify/master/README.md,codecov.io,https://github.com/simbo/gulp-watchify-browserify.git
webpack-configure,hvolschenk/webpack-configure,315,40,2017-03-27,master,https://raw.githubusercontent.com/hvolschenk/webpack-configure/master/src/index.js, CommonJS,https://raw.githubusercontent.com/hvolschenk/webpack-configure/master/README.md,coveralls.io,https://github.com/hvolschenk/webpack-configure.git
rosid-handler-js,electerious/rosid-handler-js,315,202,2022-01-08,master,https://raw.githubusercontent.com/electerious/rosid-handler-js/master/src/index.js, CommonJS,https://raw.githubusercontent.com/electerious/rosid-handler-js/master/README.md,coveralls.io,https://github.com/electerious/rosid-handler-js.git
twilio-cli,twilio/twilio-cli,313,796,2023-06-01,main,https://raw.githubusercontent.com/twilio/twilio-cli/main/src/index.js, CommonJS,https://raw.githubusercontent.com/twilio/twilio-cli/main/README.md,codecov.io,https://github.com/twilio/twilio-cli.git
mining-utils,Oracy/mining-utils,313,118,2021-01-20,master,https://raw.githubusercontent.com/Oracy/mining-utils/master/index.js, CommonJS,https://raw.githubusercontent.com/Oracy/mining-utils/master/README.md,coveralls.io,https://github.com/Oracy/mining-utils.git
